Date,Boxscore_URL,Score,Outs,Base State,Pitches,Sequence,Out,Team,Batter,Pitcher,Win Expectancy,Leverage Index,Event,Unnamed: 14,Inning,Event Type
Sunday May 2,https://www.baseball-reference.com/boxes/BAL/BAL201005020.shtml,2-Feb,0.0,---,"""6","(2-2)FCFBBS""",O,BAL,Rhyne Hughes,JoshÂ Beckett,-4%,55%,Strikeout Swinging,,,
Tuesday May 11,https://www.baseball-reference.com/boxes/BAL/BAL201005110.shtml,0-5,0.0,---,"""4","(0-2)CFFX""",O,BAL,Miguel Tejada,CliffÂ Lee,1%,97%,Groundout: 3B-1B (Weak 3B),,,
Wednesday May 12,https://www.baseball-reference.com/boxes/BAL/BAL201005120.shtml,May-00,0.0,---,"""2","(0-1).TX""",,BAL,Miguel Tejada,SeanÂ White,0%,99%,Single to 3B (Ground Ball to Weak 3B),,,
Thursday May 13,https://www.baseball-reference.com/boxes/BAL/BAL201005130.shtml,5-Jan,0.0,---,"""4","(1-2)CFBS""",O,BAL,Ty Wigginton,FÃ©lixÂ HernÃ¡ndez,-2%,5%,Strikeout Swinging,,,
Friday May 14,https://www.baseball-reference.com/boxes/BAL/BAL201005140.shtml,1-Jun,0.0,---,"""3","(0-2).SFS""",O,BAL,Corey Patterson,RafaelÂ PÃ©rez,0%,99%,Strikeout Swinging,,,
Saturday May 15,https://www.baseball-reference.com/boxes/BAL/BAL201005150.shtml,Jan-00,0.0,---,"""5","(2-2)BFBCX""",O,BAL,Luke Scott,MitchÂ Talbot,2%,23%,Groundout: 2B-1B,,,
Sunday May 16,https://www.baseball-reference.com/boxes/BAL/BAL201005160.shtml,0-3,0.0,---,"""4","(2-1)BCBX""",O,BAL,Garrett Atkins,JakeÂ Westbrook,3%,91%,Groundout: SS-1B (Weak SS),,,
Monday May 17,https://www.baseball-reference.com/boxes/BAL/BAL201005170.shtml,4-Feb,0.0,---,"""3","(1-1).BCX""",O,BAL,César Izturis,KyleÂ Farnsworth,4%,83%,Flyball: LF,,,
Tuesday May 18,https://www.baseball-reference.com/boxes/BAL/BAL201005180.shtml,3-Jan,0.0,---,"""8","(2-2)BFFFBFFX""",O,BAL,Miguel Tejada,ZackÂ Greinke,-4%,17%,Lineout: CF (Deep CF),,,
Tuesday May 25,https://www.baseball-reference.com/boxes/BAL/BAL201005250.shtml,1-Mar,0.0,---,"""6","(3-2)BBFBFX""",,BAL,Garrett Atkins,CraigÂ Breslow,2%,91%,Single to CF (Line Drive to LF-CF),,,
Wednesday May 26,https://www.baseball-reference.com/boxes/BAL/BAL201005260.shtml,6-Jan,0.0,---,"""3","(0-2).CFX""",,BAL,Adam Jones,JerryÂ Blevins,-2%,95%,Single to C (Ground Ball to Front of Home),,,
Thursday May 27,https://www.baseball-reference.com/boxes/BAL/BAL201005270.shtml,2-Mar,0.0,---,"""6","(3-2)BFBBCS""",O,BAL,Corey Patterson,GioÂ Gonzalez,2%,23%,Strikeout Swinging,,,
Friday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL201006040.shtml,0-8,0.0,---,"""3","(2-0)BBX""",,BAL,Ty Wigginton,ClayÂ Buchholz,0%,99%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Jun 5,https://www.baseball-reference.com/boxes/BAL/BAL201006050.shtml,0-1,0.0,---,"""7","(3-2)BCBFBFS""",O,BAL,Matt Wieters,JonÂ Lester,5%,69%,Strikeout Swinging,,,
Sunday Jun 6,https://www.baseball-reference.com/boxes/BAL/BAL201006060.shtml,2-Feb,0.0,---,"""5","(1-2)CBFFX""",,BAL,César Izturis,JohnÂ Lackey,6%,64%,Reached on E4 (Ground Ball),,,
Tuesday Jun 8,https://www.baseball-reference.com/boxes/BAL/BAL201006080.shtml,12-Mar,0.0,---,"""3","(0-2)..CFX""",O,BAL,César Izturis,DavidÂ Robertson,0%,100%,Flyball: CF (Short CF),,,
Wednesday Jun 9,https://www.baseball-reference.com/boxes/BAL/BAL201006090.shtml,3-Feb,0.0,---,"""1","(0-0)X""",,BAL,César Izturis,CCÂ Sabathia,-8%,57%,Single to 3B/Bunt (Bunt to Front of Home),,,
Thursday Jun 10,https://www.baseball-reference.com/boxes/BAL/BAL201006100.shtml,3-Apr,0.0,---,"""2","(1-0)..BX""",O,BAL,Corey Patterson,A.J.Â Burnett,-2%,77%,Groundout: 2B-1B,,,
Friday Jun 11,https://www.baseball-reference.com/boxes/BAL/BAL201006110.shtml,0-4,0.0,---,"""3","(1-1)BCX""",,BAL,Matt Wieters,R.A.Â Dickey,-3%,90%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Jun 12,https://www.baseball-reference.com/boxes/BAL/BAL201006120.shtml,2-Jan,0.0,---,"""3","(0-2)CSX""",O,BAL,Adam Jones,HisanoriÂ Takahashi,5%,69%,Groundout: 2B-1B (SS-2B),,,
Sunday Jun 13,https://www.baseball-reference.com/boxes/BAL/BAL201006130.shtml,11-Mar,0.0,---,"""1","(0-0)..X""",O,BAL,Nick Markakis,JenrryÂ MejÃ­a,0%,100%,Groundout: P-1B,,,
Tuesday Jun 22,https://www.baseball-reference.com/boxes/BAL/BAL201006220.shtml,6-Mar,0.0,---,"""2","(1-0)BX""",,BAL,Adam Jones,AnÃ­balÂ SÃ¡nchez,-5%,83%,Single to SS (Ground Ball to Weak 3B),,,
Wednesday Jun 23,https://www.baseball-reference.com/boxes/BAL/BAL201006230.shtml,6-Apr,0.0,---,"""3","(0-2)CFS""",O,BAL,Corey Patterson,RickyÂ Nolasco,4%,83%,Strikeout Swinging,,,
Thursday Jun 24,https://www.baseball-reference.com/boxes/BAL/BAL201006240.shtml,4-Jul,0.0,---,"""5","(3-1)BBBCX""",,BAL,Craig Tatum,JamesÂ Houser,1%,95%,Single to CF (Line Drive to LF-CF),,,
Friday Jun 25,https://www.baseball-reference.com/boxes/BAL/BAL201006250.shtml,6-Mar,0.0,---,"""1","(0-0).X""",,BAL,Nick Markakis,DrewÂ Storen,5%,17%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Jun 26,https://www.baseball-reference.com/boxes/BAL/BAL201006260.shtml,5-May,0.0,---,"""6","(3-2).CBCBBB""",,BAL,Nick Markakis,SeanÂ Burnett,6%,64%,Walk,,,
Sunday Jun 27,https://www.baseball-reference.com/boxes/BAL/BAL201006270.shtml,3-Mar,0.0,---,"""3","(1-1)BCX""",O,BAL,Luke Scott,LuisÂ Atilano,-4%,55%,Groundout: 2B-1B (2B-1B),,,
Tuesday Jun 29,https://www.baseball-reference.com/boxes/BAL/BAL201006290.shtml,3-Jan,0.0,---,"""5","(3-1)BCBBB""",,BAL,Julio Lugo,VinÂ Mazzaro,-7%,72%,Walk,,,
Wednesday Jun 30,https://www.baseball-reference.com/boxes/BAL/BAL201006300.shtml,6-Apr,0.0,---,"""3","(0-2).CTS""",O,BAL,Miguel Tejada,BradÂ Ziegler,-4%,17%,Strikeout Swinging,,,
Thursday Jul 1,https://www.baseball-reference.com/boxes/BAL/BAL201007010.shtml,8-Jan,0.0,---,"""2","(0-1)CX""",O,BAL,Adam Jones,TrevorÂ Cahill,0%,99%,Groundout: P-1B (Weak SS-2B),,,
Friday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL201007160.shtml,4-Feb,0.0,---,"""3","(1-1)BFX""",O,BAL,Adam Jones,RickyÂ Romero,4%,83%,Groundout: 3B-1B (Weak 3B),,,
Saturday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL201007170.shtml,1-Feb,0.0,---,"""2","(0-1)CX""",O,BAL,Félix Pie,BrandonÂ Morrow,2%,23%,Lineout: 1B,,,
Sunday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL201007180.shtml,9-Jan,0.0,---,"""3","(1-1)BCX""",O,BAL,Félix Pie,BrianÂ Tallet,0%,100%,Groundout: 2B-1B,,,
Monday Jul 19,https://www.baseball-reference.com/boxes/BAL/BAL201007190.shtml,8-Jan,0.0,---,"""5","(2-2)BCFBC""",O,BAL,Scott Moore,WadeÂ Davis,0%,99%,Strikeout Looking,,,
Tuesday Jul 20,https://www.baseball-reference.com/boxes/BAL/BAL201007200.shtml,8-Apr,0.0,---,"""1","(0-0).X""",,BAL,Craig Tatum,MattÂ Garza,3%,10%,Single to SS (Ground Ball to Weak 3B),,,
Wednesday Jul 21,https://www.baseball-reference.com/boxes/BAL/BAL201007210.shtml,5-Apr,0.0,---,"""1","(0-0).X""",O,BAL,Corey Patterson,JamesÂ Shields,5%,69%,Flyball: CF (Deep CF-RF),,,
Thursday Jul 22,https://www.baseball-reference.com/boxes/BAL/BAL201007220.shtml,0-5,0.0,---,"""3","(0-2)CCS""",O,BAL,Luke Scott,CarlÂ Pavano,1%,97%,Strikeout Swinging,,,
Friday Jul 23,https://www.baseball-reference.com/boxes/BAL/BAL201007230.shtml,2-Mar,0.0,---,"""2","(0-1)CX""",,BAL,Craig Tatum,AnthonyÂ Slama,3%,82%,Single to RF (Line Drive),,,
Saturday Jul 24,https://www.baseball-reference.com/boxes/BAL/BAL201007240.shtml,7-Feb,0.0,---,"""6","(3-2)CBBBSX""",O,BAL,Luke Scott,ScottÂ Baker,1%,97%,Flyball: RF (Deep RF),,,
Sunday Jul 25,https://www.baseball-reference.com/boxes/BAL/BAL201007250.shtml,9-Jan,0.0,---,"""6","(3-2)BBFB.CX""",O,BAL,Matt Wieters,JosÃ©Â Mijares,0%,100%,Flyball: RF (Deep CF-RF),,,
Tuesday Aug 3,https://www.baseball-reference.com/boxes/BAL/BAL201008030.shtml,3-May,0.0,---,"""1","(0-0).X""",O,BAL,Brian Roberts,ScotÂ Shields,-1%,88%,Flyball: LF (Deep LF),,,
Wednesday Aug 4,https://www.baseball-reference.com/boxes/BAL/BAL201008040.shtml,6-Sep,0.0,---,"""6","(1-2).....FBFFFX""",O,BAL,Matt Wieters,MichaelÂ Kohn,-1%,94%,Groundout: P-3B-1B (Weak 3B),,,
Thursday Aug 5,https://www.baseball-reference.com/boxes/BAL/BAL201008050.shtml,Feb-00,0.0,---,"""2","(0-1)SX""",,BAL,Corey Patterson,DanÂ Haren,2%,91%,Single to RF (Ground Ball thru 2B-1B),,,
Friday Aug 6,https://www.baseball-reference.com/boxes/BAL/BAL201008060.shtml,1-Jan,0.0,---,"""3","(0-2)FTC""",O,BAL,Matt Wieters,JohnÂ Danks,-4%,55%,Strikeout Looking,,,
Saturday Aug 7,https://www.baseball-reference.com/boxes/BAL/BAL201008070.shtml,2-Feb,0.0,---,"""2","(0-1).CX""",O,BAL,Félix Pie,GavinÂ Floyd,4%,45%,Groundout: 2B-1B (2B-1B),,,
Sunday Aug 8,https://www.baseball-reference.com/boxes/BAL/BAL201008080.shtml,1-Mar,0.0,---,"""3","(1-1)BCX""",,BAL,César Izturis,MarkÂ Buehrle,3%,92%,Double to LF (Fly Ball to Deep LF-CF),,,
Monday Aug 9,https://www.baseball-reference.com/boxes/BAL/BAL201008090.shtml,1-Feb,0.0,---,"""4","(0-2).CCFX""",O,BAL,Josh Bell,ChrisÂ Sale,-2%,77%,Lineout: RF,,,
Monday Aug 16,https://www.baseball-reference.com/boxes/BAL/BAL201008160.shtml,3-Mar,0.0,---,"""5","(3-1)BBCBX""",O,BAL,Nick Markakis,JameyÂ Wright,-4%,55%,Lineout: SS (Weak SS),,,
Tuesday Aug 17,https://www.baseball-reference.com/boxes/BAL/BAL201008170.shtml,0-1,0.0,---,"""1","(0-0)X""",O,BAL,Luke Scott,LukeÂ French,5%,69%,Flyball: CF (Deep CF),,,
Wednesday Aug 18,https://www.baseball-reference.com/boxes/BAL/BAL201008180.shtml,5-Feb,0.0,---,"""2","(1-0)BX""",,BAL,Félix Pie,DavidÂ Pauley,-5%,83%,Single to CF (Fly Ball to Deep CF),,,
Thursday Aug 19,https://www.baseball-reference.com/boxes/BAL/BAL201008190.shtml,0-0,0.0,---,"""1","(0-0)X""",O,BAL,Adam Jones,ColbyÂ Lewis,-4%,55%,Groundout: 3B-1B (Weak 3B),,,
Friday Aug 20,https://www.baseball-reference.com/boxes/BAL/BAL201008200.shtml,0-2,0.0,---,"""4","(1-2)BCFC""",O,BAL,Ty Wigginton,C.J.Â Wilson,4%,83%,Strikeout Looking,,,
Saturday Aug 21,https://www.baseball-reference.com/boxes/BAL/BAL201008210.shtml,5-Aug,0.0,---,"""5","(1-2).BFCFS""",O,BAL,Ty Wigginton,MichaelÂ Kirkman,-1%,94%,Strikeout Swinging,,,
Sunday Aug 22,https://www.baseball-reference.com/boxes/BAL/BAL201008220.shtml,6-Mar,0.0,---,"""5","(0-2)CFFFX""",O,BAL,Félix Pie,TommyÂ Hunter,3%,91%,Groundout: 1B unassisted (2B-1B),,,
Tuesday Aug 31,https://www.baseball-reference.com/boxes/BAL/BAL201008310.shtml,2-Mar,0.0,---,"""3","(0-2)...FFX""",O,BAL,Josh Bell,JoshÂ Beckett,-2%,77%,Groundout: P-1B,,,
Wednesday Sep 1,https://www.baseball-reference.com/boxes/BAL/BAL201009010.shtml,9-May,0.0,---,"""8","(2-2)...CBBFFFFX""",O,BAL,Nick Markakis,DanielÂ Bard,2%,95%,Flyball: LF (Deep LF),,,
Thursday Sep 2,https://www.baseball-reference.com/boxes/BAL/BAL201009020.shtml,6-Apr,0.0,---,"""4","(1-2).BCFS""",O,BAL,César Izturis,ScottÂ Atchison,4%,83%,Strikeout Swinging,,,
Friday Sep 3,https://www.baseball-reference.com/boxes/BAL/BAL201009030.shtml,4-Jan,0.0,---,"""3","(1-1)CBX""",O,BAL,César Izturis,ChadÂ Qualls,3%,91%,Flyball: LF,,,
Saturday Sep 4,https://www.baseball-reference.com/boxes/BAL/BAL201009040.shtml,2-Aug,0.0,---,"""5","(1-2).FSFBS""",O,BAL,Corey Patterson,GrantÂ Balfour,0%,99%,Strikeout Swinging,,,
Sunday Sep 5,https://www.baseball-reference.com/boxes/BAL/BAL201009050.shtml,7-Aug,0.0,---,"""4","(1-2)...CBTS""",O,BAL,Corey Patterson,RandyÂ Choate,-2%,77%,Strikeout Swinging,,,
Monday Sep 13,https://www.baseball-reference.com/boxes/BAL/BAL201009130.shtml,1-Feb,0.0,---,"""1","(0-0)X""",O,BAL,Brian Roberts,ShawnÂ Camp,-2%,77%,Flyball: LF (Deep LF),,,
Tuesday Sep 14,https://www.baseball-reference.com/boxes/BAL/BAL201009140.shtml,Mar-00,0.0,---,"""10","(3-2)FBBBFFFFFX""",,BAL,Ty Wigginton,DavidÂ Purcey,2%,96%,Double to RF (Line Drive to Deep RF),,,
Wednesday Sep 15,https://www.baseball-reference.com/boxes/BAL/BAL201009150.shtml,1-Mar,0.0,---,"""1","(0-0).X""",O,BAL,César Izturis,ShawnÂ Camp,-1%,88%,Groundout: 1B unassisted,,,
Friday Sep 17,https://www.baseball-reference.com/boxes/BAL/BAL201009170.shtml,1-Feb,0.0,---,"""4","(0-2).SCFH""",,BAL,Adam Jones,A.J.Â Burnett,-3%,18%,Hit By Pitch,,,
Saturday Sep 18,https://www.baseball-reference.com/boxes/BAL/BAL201009180.shtml,7-Mar,0.0,---,"""4","(1-2)FSBS""",O,BAL,Nolan Reimold,CCÂ Sabathia,2%,95%,Strikeout Swinging,,,
Sunday Sep 19,https://www.baseball-reference.com/boxes/BAL/BAL201009190.shtml,3-Jan,0.0,---,"""4","(0-2).FFFS""",O,BAL,Adam Jones,JobaÂ Chamberlain,-4%,17%,Strikeout Swinging,,,
Friday Oct 1 (1),https://www.baseball-reference.com/boxes/BAL/BAL201010011.shtml,1-Sep,0.0,---,"""4","(1-2)..BCCX""",O,BAL,Nick Markakis,AlfredoÂ FÃ­garo,0%,100%,Groundout: SS-1B (Weak SS),,,
Friday Oct 1 (2),https://www.baseball-reference.com/boxes/BAL/BAL201010012.shtml,Jan-00,0.0,---,"""1","(0-0)X""",,BAL,Robert Andino,RickÂ Porcello,3%,82%,Single to LF (Ground Ball thru Weak 3B),,,
Saturday Oct 2,https://www.baseball-reference.com/boxes/BAL/BAL201010020.shtml,1-Feb,0.0,---,"""4","(1-2)SFBS""",O,BAL,Luke Scott,ArmandoÂ Galarraga,-2%,77%,Strikeout Swinging (C-1B),,,
Sunday Oct 3,https://www.baseball-reference.com/boxes/BAL/BAL201010030.shtml,3-Feb,0.0,---,"""8","(3-2)..BBFSFBFB""",,BAL,Luke Scott,BradÂ Thomas,-8%,57%,Walk,,,
Monday Apr 4,https://www.baseball-reference.com/boxes/BAL/BAL201104040.shtml,1-May,0.0,---,"""4","(1-2)CBCT""",O,BAL,Brian Roberts,BrayanÂ Villarreal,0%,97%,Strikeout Swinging,,,
Wednesday Apr 6,https://www.baseball-reference.com/boxes/BAL/BAL201104060.shtml,6-Mar,0.0,---,"""4","(0-2)..CCFS""",O,BAL,Matt Wieters,JustinÂ Verlander,3%,90%,Strikeout Swinging,,,
Thursday Apr 7,https://www.baseball-reference.com/boxes/BAL/BAL201104070.shtml,5-Apr,0.0,---,"""4","(1-2)...BCCX""",,BAL,Brian Roberts,BradÂ Thomas,8%,44%,Single to CF (Ground Ball thru SS-2B),,,
Saturday Apr 9 (1),https://www.baseball-reference.com/boxes/BAL/BAL201104091.shtml,May-00,0.0,---,"""3","(1-1).BSX""",O,BAL,César Izturis,MasonÂ Tobin,0%,98%,Groundout: 2B-1B,,,
Saturday Apr 9 (2),https://www.baseball-reference.com/boxes/BAL/BAL201104092.shtml,9-Jan,0.0,---,"""4","(1-2)CFBX""",O,BAL,Vladimir Guerrero,MattÂ Harrison,0%,100%,Flyball: CF (Deep LF-CF),,,
Sunday Apr 10,https://www.baseball-reference.com/boxes/BAL/BAL201104100.shtml,0-3,0.0,---,"""2","(0-1).CX""",O,BAL,Robert Andino,DarrenÂ Oliver,3%,90%,Flyball: RF (Deep RF),,,
Monday Apr 18,https://www.baseball-reference.com/boxes/BAL/BAL201104180.shtml,0-3,0.0,---,"""1","(0-0)X""",R,BAL,Adam Jones,FranciscoÂ Liriano,-9%,78%,Home Run (Fly Ball to Deep LF Line),,,
Tuesday Apr 19,https://www.baseball-reference.com/boxes/BAL/BAL201104190.shtml,Aug-00,0.0,---,"""5","(2-2)SBBFX""",,BAL,Adam Jones,EricÂ Hacker,0%,100%,Single to CF (Ground Ball thru SS-2B),,,
Wednesday Apr 20,https://www.baseball-reference.com/boxes/BAL/BAL201104200.shtml,3-May,0.0,---,"""4","(2-1)FBBX""",O,BAL,Mark Reynolds,NickÂ Blackburn,-1%,88%,Groundout: 2B-1B,,,
Thursday Apr 21,https://www.baseball-reference.com/boxes/BAL/BAL201104210.shtml,0-2,0.0,---,"""6","(2-2)BBCFFX""",O,BAL,Adam Jones,ScottÂ Baker,4%,82%,Flyball: RF (Deep CF-RF),,,
Saturday Apr 23,https://www.baseball-reference.com/boxes/BAL/BAL201104230.shtml,0-6,0.0,---,"""6","(3-2)BBBCCB""",,BAL,Nick Markakis,CCÂ Sabathia,-1%,97%,Walk,,,
Sunday Apr 24,https://www.baseball-reference.com/boxes/BAL/BAL201104240.shtml,0-3,0.0,---,"""5","(2-2).BFBSS""",O,BAL,Luke Scott,JobaÂ Chamberlain,3%,90%,Strikeout Swinging (C-1B),,,
Tuesday Apr 26,https://www.baseball-reference.com/boxes/BAL/BAL201104260.shtml,1-Mar,0.0,---,"""3","(2-0)BBX""",O,BAL,Derrek Lee,ClayÂ Buchholz,-1%,88%,Flyball: RF (Deep RF),,,
Wednesday Apr 27,https://www.baseball-reference.com/boxes/BAL/BAL201104270.shtml,Apr-00,0.0,---,"""4","(1-2).BFFS""",O,BAL,Matt Wieters,TimÂ Wakefield,0%,97%,Strikeout Swinging (C-1B),,,
Thursday Apr 28,https://www.baseball-reference.com/boxes/BAL/BAL201104280.shtml,3-Feb,0.0,---,"""3","(1-1)BFX""",O,BAL,Matt Wieters,JonÂ Lester,5%,69%,Groundout: 2B-1B,,,
Friday May 6,https://www.baseball-reference.com/boxes/BAL/BAL201105060.shtml,3-Jan,0.0,---,"""3","(2-0)BBX""",O,BAL,Luke Scott,JamesÂ Shields,4%,82%,Popfly: SS (Weak 3B),,,
Saturday May 7,https://www.baseball-reference.com/boxes/BAL/BAL201105070.shtml,0-8,0.0,---,"""7","(3-2).BBBCFFB""",,BAL,Mark Reynolds,JuanÂ Cruz,0%,99%,Walk,,,
Sunday May 8,https://www.baseball-reference.com/boxes/BAL/BAL201105080.shtml,5-Mar,0.0,---,"""2","(1-0).BX""",O,BAL,Nick Markakis,JoelÂ Peralta,4%,82%,Flyball: LF (Deep LF),,,
Tuesday May 10,https://www.baseball-reference.com/boxes/BAL/BAL201105100.shtml,4-Mar,0.0,---,"""2","(0-1)..CX""",,BAL,JJ Hardy,DavidÂ Pauley,8%,44%,Single to CF (Fly Ball to CF-RF),,,
Wednesday May 11,https://www.baseball-reference.com/boxes/BAL/BAL201105110.shtml,2-Apr,0.0,---,"""1","(0-0)X""",O,BAL,Félix Pie,DavidÂ Pauley,-1%,88%,Groundout: P-1B (Front of Home),,,
Thursday May 12,https://www.baseball-reference.com/boxes/BAL/BAL201105120.shtml,0-0,0.0,---,"""5","(2-2)BSCBS""",O,BAL,Vladimir Guerrero,JasonÂ Vargas,-4%,55%,Strikeout Swinging,,,
Wednesday May 18,https://www.baseball-reference.com/boxes/BAL/BAL201105180.shtml,0-1,0.0,---,"""1","(0-0).X""",,BAL,Adam Jones,BartoloÂ ColÃ³n,-8%,56%,Single to CF (Line Drive),,,
Thursday May 19,https://www.baseball-reference.com/boxes/BAL/BAL201105190.shtml,0-11,0.0,---,"""3","(0-2)SFC""",O,BAL,Mark Reynolds,CCÂ Sabathia,0%,100%,Strikeout Looking,,,
Friday May 20,https://www.baseball-reference.com/boxes/BAL/BAL201105200.shtml,14-May,0.0,---,"""5","(0-2).SSFFX""",,BAL,Nick Markakis,HenryÂ RodrÃ­guez,0%,100%,Single to RF (Line Drive),,,
Saturday May 21,https://www.baseball-reference.com/boxes/BAL/BAL201105210.shtml,2-Apr,0.0,---,"""3","(1-1)BSX""",,BAL,Brandon Snyder,JohnÂ Lannan,3%,92%,Double to RF (Line Drive to Deep RF Line),,,
Sunday May 22,https://www.baseball-reference.com/boxes/BAL/BAL201105220.shtml,0-1,0.0,---,"""1","(0-0)X""",,BAL,Nick Markakis,JordanÂ Zimmermann,8%,44%,Single to RF (Line Drive to Deep RF),,,
Tuesday May 24,https://www.baseball-reference.com/boxes/BAL/BAL201105240.shtml,3-Feb,0.0,---,"""5","(2-2).BSSBX""",O,BAL,Brandon Snyder,BlakeÂ Wood,-5%,31%,Flyball: CF (Deep CF-RF),,,
Wednesday May 25,https://www.baseball-reference.com/boxes/BAL/BAL201105250.shtml,2-Aug,0.0,---,"""3","(1-1)BFX""",O,BAL,Nick Markakis,LukeÂ Hochevar,0%,99%,Groundout: 1B unassisted (2B-1B),,,
Thursday May 26,https://www.baseball-reference.com/boxes/BAL/BAL201105260.shtml,5-May,0.0,---,"""5","(2-2).FBCBX""",,BAL,Craig Tatum,GregÂ Holland,6%,64%,Single to RF (Line Drive),,,
Friday Jun 3,https://www.baseball-reference.com/boxes/BAL/BAL201106030.shtml,8-Feb,0.0,---,"""2","(1-0)BX""",O,BAL,Félix Pie,LuisÂ PÃ©rez,1%,99%,Groundout: SS-1B (Weak SS),,,
Saturday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL201106040.shtml,3-May,0.0,---,"""1","(0-0)X""",O,BAL,Adam Jones,RickyÂ Romero,-1%,88%,Groundout: 2B-1B,,,
Sunday Jun 5,https://www.baseball-reference.com/boxes/BAL/BAL201106050.shtml,7-Mar,0.0,---,"""5","(3-1)BBBCB""",,BAL,Nolan Reimold,Jo-JoÂ Reyes,-3%,90%,Walk,,,
Monday Jun 6,https://www.baseball-reference.com/boxes/BAL/BAL201106060.shtml,2-Apr,0.0,---,"""6","(2-2).CFBBFC""",O,BAL,Robert Andino,GioÂ Gonzalez,-1%,88%,Strikeout Looking,,,
Tuesday Jun 7,https://www.baseball-reference.com/boxes/BAL/BAL201106070.shtml,Mar-00,0.0,---,"""4","(1-2).CSBS""",O,BAL,Matt Wieters,CraigÂ Breslow,-1%,94%,Strikeout Swinging,,,
Wednesday Jun 8,https://www.baseball-reference.com/boxes/BAL/BAL201106080.shtml,1-Mar,0.0,---,"""2","(0-1).CX""",O,BAL,Vladimir Guerrero,JoeyÂ Devine,-1%,88%,Groundout: SS-1B (Weak SS),,,
Friday Jun 10,https://www.baseball-reference.com/boxes/BAL/BAL201106100.shtml,May-00,0.0,---,"""3","(1-1)BFX""",,BAL,Adam Jones,AdamÂ Russell,0%,99%,Single to 3B (Ground Ball to Weak 3B),,,
Saturday Jun 11,https://www.baseball-reference.com/boxes/BAL/BAL201106110.shtml,4-Apr,0.0,---,"""2","(1-0).BX""",O,BAL,JJ Hardy,J.P.Â Howell,4%,45%,Flyball: LF (Deep LF),,,
Sunday Jun 12,https://www.baseball-reference.com/boxes/BAL/BAL201106120.shtml,7-Mar,0.0,---,"""2","(0-1).FX""",,BAL,Ryan Adams,WadeÂ Davis,-3%,90%,Single to CF (Line Drive),,,
Friday Jun 24,https://www.baseball-reference.com/boxes/BAL/BAL201106240.shtml,4-Apr,0.0,---,"""3","(2-0).BBX""",O,BAL,Vladimir Guerrero,LoganÂ Ondrusek,-4%,55%,Groundout: SS-1B (Weak 3B),,,
Saturday Jun 25,https://www.baseball-reference.com/boxes/BAL/BAL201106250.shtml,8-Apr,0.0,---,"""4","(1-2)BCFS""",O,BAL,Robert Andino,BronsonÂ Arroyo,2%,95%,Strikeout Swinging,,,
Sunday Jun 26,https://www.baseball-reference.com/boxes/BAL/BAL201106260.shtml,4-Jun,0.0,---,"""5","(2-2).BBFFS""",O,BAL,Vladimir Guerrero,AroldisÂ Chapman,-1%,88%,Strikeout Swinging (C-1B),,,
Tuesday Jun 28,https://www.baseball-reference.com/boxes/BAL/BAL201106280.shtml,0-6,0.0,---,"""5","(2-2).BBCFX""",O,BAL,Derrek Lee,LanceÂ Lynn,1%,99%,Groundout: SS-1B (Weak SS),,,
Wednesday Jun 29,https://www.baseball-reference.com/boxes/BAL/BAL201106290.shtml,5-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Félix Pie,ChrisÂ Carpenter,2%,95%,Groundout: 2B-1B (Weak 2B-1B),,,
Thursday Jun 30,https://www.baseball-reference.com/boxes/BAL/BAL201106300.shtml,9-May,0.0,---,"""3","(2-0)..BBX""",O,BAL,Nick Markakis,TreverÂ Miller,2%,95%,Flyball: LF,,,
Thursday Jul 14,https://www.baseball-reference.com/boxes/BAL/BAL201107140.shtml,8-Apr,0.0,---,"""4","(1-2)..CBFX""",O,BAL,JJ Hardy,JoeÂ Smith,2%,95%,Flyball: CF (CF-RF),,,
Friday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL201107150.shtml,6-May,0.0,---,"""3","(0-2)..FCC""",O,BAL,Robert Andino,JoeÂ Smith,5%,69%,Strikeout Looking,,,
Saturday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL201107160.shtml,2-Mar,0.0,---,"""5","(1-2)FSFBC""",O,BAL,Mark Reynolds,CarlosÂ Carrasco,-2%,77%,Strikeout Looking,,,
Sunday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL201107170.shtml,3-May,0.0,---,"""3","(0-2).FFX""",,BAL,Derrek Lee,JoeÂ Smith,3%,92%,Double to LF (Line Drive to Short LF),,,
Monday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL201107180.shtml,7-Jul,0.0,---,"""4","(1-2)BCCS""",O,BAL,Adam Jones,DanÂ Wheeler,4%,45%,Strikeout Swinging,,,
